name,num_qubits,time
bench_qiskit,18,1.3357300758361816
bench_qiskit,18,1.3300557136535645
bench_qcgpu,18,0.2488713264465332
bench_qiskit,18,1.3260982036590576
bench_qcgpu,18,0.24361705780029297
bench_qiskit,18,1.3112940788269043
bench_qiskit,18,1.3821780681610107
bench_qiskit,19,2.2420504093170166
bench_qcgpu,19,0.27012157440185547
bench_qcgpu,19,0.263153076171875
bench_qiskit,19,2.2460684776306152
bench_qcgpu,19,0.2681136131286621
bench_qcgpu,19,0.2622036933898926
bench_qiskit,19,2.309107780456543
bench_qcgpu,19,0.26975464820861816
bench_qcgpu,19,0.26648902893066406
bench_qiskit,19,2.27907395362854
bench_qiskit,20,4.013136148452759
bench_qiskit,20,4.029955148696899
bench_qcgpu,20,0.2941758632659912
bench_qcgpu,20,0.28395605087280273
bench_qcgpu,20,0.2817814350128174
bench_qiskit,20,4.074424982070923
bench_qiskit,20,4.03109335899353
bench_qcgpu,20,0.29051852226257324
bench_qiskit,20,4.033586502075195
bench_qcgpu,20,0.29004335403442383
bench_qcgpu,21,0.30672454833984375
bench_qiskit,21,7.709193468093872
bench_qiskit,21,7.692995309829712
bench_qiskit,21,7.7206830978393555
bench_qcgpu,21,0.3107564449310303
bench_qcgpu,21,0.30712270736694336
bench_qiskit,21,7.575189828872681
bench_qiskit,21,7.597785234451294
bench_qcgpu,21,0.3131723403930664
bench_qiskit,21,7.594019889831543
bench_qcgpu,22,0.33412909507751465
bench_qiskit,22,15.21715784072876
bench_qcgpu,22,0.33232951164245605
bench_qcgpu,22,0.3291773796081543
bench_qiskit,22,15.51878833770752
bench_qiskit,22,15.087526082992554
bench_qiskit,22,15.200345039367676
bench_qiskit,22,15.152883052825928
bench_qiskit,22,15.446861743927002
bench_qcgpu,22,0.3394050598144531
bench_qiskit,23,31.599496364593506
bench_qcgpu,23,0.36328625679016113
bench_qcgpu,23,0.3530540466308594
bench_qcgpu,23,0.3542287349700928
bench_qiskit,23,31.285680770874023
bench_qcgpu,23,0.3607330322265625
bench_qiskit,23,31.50797176361084
bench_qiskit,23,31.07205843925476
bench_qiskit,23,31.390655755996704
bench_qcgpu,23,0.3731210231781006
bench_qcgpu,24,0.4199833869934082
bench_qcgpu,24,0.42001819610595703
bench_qiskit,24,64.08959364891052
bench_qcgpu,24,0.43069028854370117
bench_qcgpu,24,0.4264991283416748
bench_qcgpu,24,0.4252769947052002
bench_qiskit,24,63.58325982093811
bench_qcgpu,24,0.43659090995788574
bench_qiskit,24,63.54368853569031
bench_qiskit,24,62.431557178497314
