name,num_qubits,time
bench_qiskit,1,0.034594058990478516
bench_qcgpu,1,0.13100600242614746
bench_qcgpu,1,0.10747289657592773
bench_qcgpu,1,0.10720562934875488
bench_qiskit,1,0.019560813903808594
bench_qcgpu,1,0.1073758602142334
bench_qcgpu,1,0.10523247718811035
bench_qcgpu,1,0.10587739944458008
bench_qiskit,1,0.01918172836303711
bench_qcgpu,1,0.1065680980682373
bench_qiskit,2,0.022763729095458984
bench_qiskit,2,0.020414113998413086
bench_qcgpu,2,0.10777831077575684
bench_qiskit,2,0.022413969039916992
bench_qiskit,2,0.02092123031616211
bench_qcgpu,2,0.08507513999938965
bench_qiskit,2,0.021939754486083984
bench_qcgpu,2,0.08491873741149902
bench_qiskit,2,0.020537614822387695
bench_qcgpu,2,0.08481574058532715
bench_qiskit,3,0.025975465774536133
bench_qcgpu,3,0.08686232566833496
bench_qiskit,3,0.026551246643066406
bench_qcgpu,3,0.08753275871276855
bench_qiskit,3,0.025896072387695312
bench_qiskit,3,0.024229049682617188
bench_qiskit,3,0.024559736251831055
bench_qcgpu,3,0.08717679977416992
bench_qcgpu,3,0.08696675300598145
bench_qcgpu,3,0.08623862266540527
bench_qcgpu,4,0.08636093139648438
bench_qcgpu,4,0.08632659912109375
bench_qiskit,4,0.03423357009887695
bench_qiskit,4,0.03300046920776367
bench_qcgpu,4,0.08664703369140625
bench_qiskit,4,0.03391718864440918
bench_qiskit,4,0.03211474418640137
bench_qiskit,4,0.03210639953613281
bench_qiskit,4,0.03247404098510742
bench_qiskit,4,0.032018184661865234
bench_qcgpu,5,0.09131956100463867
bench_qiskit,5,0.04521989822387695
bench_qcgpu,5,0.09108710289001465
bench_qiskit,5,0.044675588607788086
bench_qcgpu,5,0.09137344360351562
bench_qcgpu,5,0.09078097343444824
bench_qcgpu,5,0.09172677993774414
bench_qiskit,5,0.04455447196960449
bench_qiskit,5,0.04292130470275879
bench_qiskit,5,0.04405927658081055
bench_qcgpu,6,0.09545779228210449
bench_qcgpu,6,0.09494137763977051
bench_qiskit,6,0.058447837829589844
bench_qcgpu,6,0.09512734413146973
bench_qiskit,6,0.05757570266723633
bench_qcgpu,6,0.09557461738586426
bench_qiskit,6,0.05746912956237793
bench_qcgpu,6,0.0960547924041748
bench_qcgpu,6,0.0949859619140625
bench_qcgpu,6,0.09504580497741699
bench_qiskit,7,0.07346343994140625
bench_qiskit,7,0.0713961124420166
bench_qcgpu,7,0.10146141052246094
bench_qcgpu,7,0.1015009880065918
bench_qcgpu,7,0.10209965705871582
bench_qiskit,7,0.07410430908203125
bench_qiskit,7,0.07246804237365723
bench_qiskit,7,0.07157564163208008
bench_qiskit,7,0.07149600982666016
bench_qcgpu,7,0.10230517387390137
bench_qiskit,8,0.09201955795288086
bench_qcgpu,8,0.1090087890625
bench_qiskit,8,0.09193706512451172
bench_qiskit,8,0.09353470802307129
bench_qcgpu,8,0.10937166213989258
bench_qcgpu,8,0.11107969284057617
bench_qiskit,8,0.10046553611755371
bench_qcgpu,8,0.10973858833312988
bench_qcgpu,8,0.10894656181335449
bench_qcgpu,8,0.10957622528076172
bench_qiskit,9,0.11784529685974121
bench_qcgpu,9,0.11802387237548828
bench_qcgpu,9,0.11798334121704102
bench_qcgpu,9,0.11731505393981934
bench_qcgpu,9,0.11725163459777832
bench_qcgpu,9,0.11694145202636719
bench_qiskit,9,0.13635921478271484
bench_qcgpu,9,0.11759257316589355
bench_qiskit,9,0.1127934455871582
bench_qiskit,9,0.11314845085144043
bench_qcgpu,10,0.1268298625946045
bench_qcgpu,10,0.1274096965789795
bench_qiskit,10,0.13739347457885742
bench_qcgpu,10,0.12705063819885254
bench_qiskit,10,0.13756680488586426
bench_qcgpu,10,0.12748456001281738
bench_qiskit,10,0.16214585304260254
bench_qcgpu,10,0.12752127647399902
bench_qiskit,10,0.1395549774169922
bench_qiskit,10,0.13607048988342285
bench_qcgpu,11,0.13775253295898438
bench_qiskit,11,0.16769170761108398
bench_qiskit,11,0.1668717861175537
bench_qcgpu,11,0.13755202293395996
bench_qcgpu,11,0.13909053802490234
bench_qcgpu,11,0.13741612434387207
bench_qcgpu,11,0.13723206520080566
bench_qcgpu,11,0.13733482360839844
bench_qiskit,11,0.1645824909210205
bench_qiskit,11,0.16440963745117188
bench_qiskit,12,0.19742488861083984
bench_qcgpu,12,0.14941644668579102
bench_qcgpu,12,0.14965128898620605
bench_qcgpu,12,0.14904475212097168
bench_qiskit,12,0.20890331268310547
bench_qiskit,12,0.20160889625549316
bench_qiskit,12,0.198486328125
bench_qcgpu,12,0.14969205856323242
bench_qiskit,12,0.2287755012512207
bench_qcgpu,12,0.15031051635742188
bench_qcgpu,13,0.16130995750427246
bench_qiskit,13,0.25719308853149414
bench_qcgpu,13,0.16251063346862793
bench_qiskit,13,0.28406190872192383
bench_qiskit,13,0.24176383018493652
bench_qcgpu,13,0.16304969787597656
bench_qcgpu,13,0.1632065773010254
bench_qiskit,13,0.24416899681091309
bench_qiskit,13,0.2794010639190674
bench_qiskit,13,0.2550492286682129
bench_qcgpu,14,0.1761162281036377
bench_qcgpu,14,0.17797017097473145
bench_qiskit,14,0.33255696296691895
bench_qiskit,14,0.3618471622467041
bench_qiskit,14,0.32915377616882324
bench_qcgpu,14,0.1762864589691162
bench_qiskit,14,0.3299851417541504
bench_qcgpu,14,0.17593169212341309
bench_qcgpu,14,0.1749272346496582
bench_qcgpu,14,0.17538094520568848
bench_qiskit,15,0.4745957851409912
bench_qiskit,15,0.5337858200073242
bench_qcgpu,15,0.19695186614990234
bench_qiskit,15,0.5048339366912842
bench_qiskit,15,0.4714083671569824
bench_qiskit,15,0.5000147819519043
bench_qiskit,15,0.4926798343658447
bench_qiskit,15,0.4853074550628662
bench_qiskit,15,0.48727917671203613
bench_qcgpu,15,0.19813919067382812
bench_qcgpu,16,0.20520401000976562
bench_qcgpu,16,0.2083446979522705
bench_qiskit,16,0.6191480159759521
bench_qcgpu,16,0.20781803131103516
bench_qiskit,16,0.6176242828369141
bench_qcgpu,16,0.20677423477172852
bench_qiskit,16,0.6284670829772949
bench_qiskit,16,0.584312915802002
bench_qcgpu,16,0.20555901527404785
bench_qiskit,16,0.6500377655029297
bench_qcgpu,17,0.22669243812561035
bench_qiskit,17,0.8423285484313965
bench_qiskit,17,0.8826866149902344
bench_qiskit,17,0.8797080516815186
bench_qcgpu,17,0.23017454147338867
bench_qiskit,17,0.9140841960906982
bench_qcgpu,17,0.22454166412353516
bench_qiskit,17,0.870002031326294
bench_qcgpu,17,0.23509740829467773
bench_qiskit,17,0.9024996757507324
bench_qcgpu,18,0.2440950870513916
bench_qiskit,18,1.3208792209625244
bench_qiskit,18,1.331113338470459
